filename,scene_graph,knowledge_base
VvMdZpV,hair. person. head. sign,"protein filament that grows from follicles found in the dermis, or skin. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. protein filament that grows from follicles found in the dermis, or skin. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)"
VwfCCk1,man has mouth . man has hair . man has head . man has eye . man has hand . man has nose . man has neck . man has face . man wearing tie . man wearing shirt . mouth of man . hair on head . head of man . tie near neck . eye of man . hand of man . nose of man . nose on face . face of man ,"male adult human. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. clothing item, traditionally worn by boys and men with dress shirt. extremity at the end of an arm or forelimb. organ that smells and facilitates breathing. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. acoustic-to-electric transducer or sensor that converts sound into an electrical signal. part of the body at the front of the head. organ that detects light and converts it into electro-chemical impulses in neurons. garment for the upper body. physical structure of a living creature. 45th president of the United States (2017–2021)"
VYZEg9A,letter on logo ,grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. graphic mark or emblem commonly used by commercial enterprises. graphic mark or emblem commonly used by commercial enterprises. graphic mark or emblem commonly used by commercial enterprises. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. graphic mark or emblem commonly used by commercial enterprises. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. graphic mark or emblem commonly used by commercial enterprises. US news television channel. American broadcast television network owned by The Walt Disney Company. American broadcast television and radio network
vzQSRVt,letter on sign ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. mascot and symbol of the American Democratic Party"
W0Nh6hc,man has hair . man has face . face of man . hair on head . head of man ,"male adult human. male adult human. common name of Homo sapiens, unique extant species of the genus Homo. male adult human. male adult human. protein filament that grows from follicles found in the dermis, or skin. male adult human. male adult human. male adult human. male adult human. part of the body at the front of the head. protein filament that grows from follicles found in the dermis, or skin. male adult human. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. protein filament that grows from follicles found in the dermis, or skin. male adult human. 2nd and 4th President of Russia"
W3jhTxL,letter. tool. hand,"grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. extremity at the end of an arm or forelimb. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. hand-held machine used to drive heavy metal staples into wood, plastic, or masonry. profession"
W5DXy2F,tie on man . face of man . nose of man . ear of man . man has face . man has nose . man has ear . man has hair . man has mouth . man wearing tie . man wearing shirt . hair on head . mouth of man ,"clothing item, traditionally worn by boys and men with dress shirt. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. organ that smells and facilitates breathing. organ that detects sound; organ of hearing and balanc. first portion of the alimentary canal that receives food. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. male adult human. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. American politician. American politician, businessman, and 29th Governor of New Mexico"
WBYOXcj,hand of man . head of man . finger on face . finger of man . hair on head . face of man . man has hand . man has head . man has finger . man has hair . man has face . man has eye . man wearing shirt . eye of man ,"extremity at the end of an arm or forelimb. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. one of usually five articulated digits at the end of the tetrapod hand. protein filament that grows from follicles found in the dermis, or skin. one of usually five articulated digits at the end of the tetrapod hand. garment for the upper body. part of the body at the front of the head. organ that detects light and converts it into electro-chemical impulses in neurons. grapheme in an alphabetic system of writing. garment for the upper body"
WcXzDk2,hand of man . man has hair . man has hand . man has arm . man wearing shirt . man wearing tie . tie on man . arm of man ,"garment for the upper body. extremity at the end of an arm or forelimb. grapheme in an alphabetic system of writing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. male adult human. clothing item, traditionally worn by boys and men with dress shirt. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. forearm and upper arm together. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing"
WDSz8Sa,man wearing shirt . man wearing helmet . face of man . woman has hair . man has head . man has face . man wearing hat . man wearing glass . glass on man . head of man ,"male adult human. garment for the upper body. male adult human. shaped head covering, having a brim and a crown, or one of these. part of the body at the front of the head. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. female adult human. male adult human. male adult human. male adult human. male adult human. amorphous solid that exhibits a glass transition when heated towards the liquid state. piece of fabric with a distinctive design, used as a symbol. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. 45th president of the United States (2017–2021). Russian political figure. First Lady of the United States 2017-2021, former Slovenian model. Russian Admiral. 2nd and 4th President of Russia. Russian general (1956-2018). Russian politician and Foreign Minister. tricolor flag consisting of three equal horizontal fields"
WDUgdRk,leg of person . arm of person . person has leg . person has arm . person wearing boot ,"weight bearing and locomotive anatomical structure, usually having a columnar shape, function as ""extensible struts"". rock or artificial rock-like material. one-dimensional infinite geometric object. forearm and upper arm together. rock or artificial rock-like material. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). rock or artificial rock-like material. weight bearing and locomotive anatomical structure, usually having a columnar shape, function as ""extensible struts"". semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. type of footwear extending above the ankle joint"
we4hhWi,man wearing shirt . woman has hair ,"semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. garment for the upper body. garment for the upper body. male adult human. physical structure of a living creature. instrument that measures the passage of time. female adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. female adult human. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. male adult human. graphic convention in comics for representing speech. graphic convention in comics for representing speech. graphic convention in comics for representing speech. graphic convention in comics for representing speech"
wgVTz9g,face. background. man. head,"part of the body at the front of the head. part of the body at the front of the head. male adult human. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. part of the body at the front of the head. male adult human. 48th vice president of the United States. 45th president of the United States (2017–2021)"
whhrfSE,man has hair . man has hand . man has face . man has arm . man has mouth . man has head . man has ear . man wearing shirt . hair on head . hand of man . sign behind man . face of man . arm of man . mouth of man . head of man . ear of man ,"male adult human. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of the body at the front of the head. forearm and upper arm together. first portion of the alimentary canal that receives food. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. organ that detects sound; organ of hearing and balanc"
WiqI5X3,eye. glass. letter,organ that detects light and converts it into electro-chemical impulses in neurons. amorphous solid that exhibits a glass transition when heated towards the liquid state. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. amorphous solid that exhibits a glass transition when heated towards the liquid state. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing
Wk0Wz2D,face of woman . woman has hair . hair on head ,"portable device to make telephone calls using a radio link. part of the body at the front of the head. clothing for the upper body. part of the body at the front of the head. one-dimensional infinite geometric object. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. female adult human. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. female adult human. one-dimensional infinite geometric object. one-dimensional infinite geometric object. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. protein filament that grows from follicles found in the dermis, or skin. American politician. online social media and social networking service"
wK9e9jg,glass on man . glass on face . nose of woman . head of woman . letter on sign . man has hair . man has face . man wearing glass . man wearing shirt . woman has nose . woman has head . woman has hair . woman has mouth . hair on head . face of man . mouth of woman ,"amorphous solid that exhibits a glass transition when heated towards the liquid state. organ that smells and facilitates breathing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. garment for the upper body. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. protein filament that grows from follicles found in the dermis, or skin. male adult human. female adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. first portion of the alimentary canal that receives food. American politician. American politician"
wkkA7rU,hat on head . hand of man . face of man . head of man . man has face . man has hand . man wearing hat . man wearing shirt . man has head . man has arm . man has hair . arm of man ,"shaped head covering, having a brim and a crown, or one of these. extremity at the end of an arm or forelimb. shaped head covering, having a brim and a crown, or one of these. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. extremity at the end of an arm or forelimb. garment for the upper body. male adult human. protein filament that grows from follicles found in the dermis, or skin. male adult human. male adult human. clothing for the legs and lower body. forearm and upper arm together"
wKSn3TS,ear of person . ear of man . eye of man . person has hair . person wearing tie . person wearing glass . man has ear . man has eye . man has hair . man has neck . man has nose . man has face . man has mouth . man wearing tie . man wearing glass . man wearing shirt . glass on person . glass on man . glass on face . tie near neck . nose of person . nose of man . nose on face . face of man . mouth of person . mouth of man ,"organ that detects sound; organ of hearing and balanc. organ that detects light and converts it into electro-chemical impulses in neurons. protein filament that grows from follicles found in the dermis, or skin. organ that detects light and converts it into electro-chemical impulses in neurons. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). male adult human. amorphous solid that exhibits a glass transition when heated towards the liquid state. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. clothing item, traditionally worn by boys and men with dress shirt. organ that smells and facilitates breathing. part of the body at the front of the head. first portion of the alimentary canal that receives food. garment for the upper body. organ that detects sound; organ of hearing and balanc. American politician. American politician"
Wl32YJG,arm of woman . neck of woman . hand of woman . woman has hand . woman has arm . woman has neck . woman has hair . woman has head . woman wearing shirt . hair on head . head of woman ,"extremity at the end of an arm or forelimb. forearm and upper arm together. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. forearm and upper arm together. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. extremity at the end of an arm or forelimb. female adult human. extremity at the end of an arm or forelimb. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. single, usually cylindrical, flexible strand or rod of metal. American politician"
WPnY6NN,nose of woman . woman has nose . woman has hair . woman has mouth . woman has eye . woman has face . mouth of woman . eye of woman . face of woman ,"organ that smells and facilitates breathing. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. organ that detects light and converts it into electro-chemical impulses in neurons. female adult human. first portion of the alimentary canal that receives food. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. extremity at the end of an arm or forelimb. protein filament that grows from follicles found in the dermis, or skin. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. garment for the upper body. American politician. 45th president of the United States (2017–2021)"
WQjyHN1,hair. shirt. letter. mouth. sign. neck,"protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. grapheme in an alphabetic system of writing. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. protein filament that grows from follicles found in the dermis, or skin. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. grapheme in an alphabetic system of writing. garment for the upper body. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. graphic convention in comics for representing speech"
WSdFOAD,glass on man . glass on face . man has hair . man wearing glass . letter on shirt . mouth of man . shirt has letter . hand of man . nose of man . nose on face . man has finger . man has mouth . man has hand . man has nose . man has face . man wearing shirt . man wearing pant . face of man ,"amorphous solid that exhibits a glass transition when heated towards the liquid state. object or device that emits light. flat, movable structure used to open and close an entrance. one of usually five articulated digits at the end of the tetrapod hand. grapheme in an alphabetic system of writing. first portion of the alimentary canal that receives food. garment for the upper body. extremity at the end of an arm or forelimb. part of a device designed to be held. protein filament that grows from follicles found in the dermis, or skin. organ that smells and facilitates breathing. clothing for the legs and lower body. male adult human. vertical structure, usually solid, that defines and sometimes protects an area. part of the body at the front of the head"
WSy7NGq,nose of man . nose on face . ear of man . letter on sign . mouth of man . eye of man . man has nose . man has ear . man has neck . man has mouth . man has hair . man has eye . man has face . man wearing shirt . face of man ,"organ that smells and facilitates breathing. organ that detects sound; organ of hearing and balanc. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. male adult human. garment for the upper body. part of the body at the front of the head. organ that detects sound; organ of hearing and balanc. grapheme in an alphabetic system of writing. 45th president of the United States (2017–2021)"
WVeMKB9,box on cabinet . cabinet has drawer . man wearing jacket . man wearing pant ,"piece of furniture for sitting on. container (usually cuboidal) with at least one roughly rectangular cross-section. footwear. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. footwear. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. box-shaped container that fits into a piece of furniture. garment for the upper body. male adult human. box-shaped piece of furniture with doors or drawers for storing miscellaneous items. male adult human. clothing for the upper body. clothing for the legs and lower body. trousers often made from denim or dungaree cloth. armor for the torso that protects against projectiles or shrapnel from explosion"
WvnX54P,nose on face . letter on sign . hair on head ,"organ that smells and facilitates breathing. organ that detects sound; organ of hearing and balanc. female adult human. garment for the upper body. grapheme in an alphabetic system of writing. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. mathematical object used to count, label, and measure. American politician and physician"
Wwe2NdZ,eye of man . neck of man . ear of man . nose of man . nose on face . face of man . man has eye . man has neck . man has ear . man has nose . man has face ,"organ that detects light and converts it into electro-chemical impulses in neurons. grapheme in an alphabetic system of writing. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects sound; organ of hearing and balanc. organ that smells and facilitates breathing. part of the body at the front of the head. male adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. fictional character in the Star Wars universe"
WwN5X3R,nose of man . eye of man . ear of man . tie on man . man has nose . man has eye . man has ear . man has hair . man wearing shirt . man wearing tie ,"organ that smells and facilitates breathing. organ that smells and facilitates breathing. garment for the upper body. organ that detects light and converts it into electro-chemical impulses in neurons. garment for the upper body. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects sound; organ of hearing and balanc. protein filament that grows from follicles found in the dermis, or skin. clothing item, traditionally worn by boys and men with dress shirt. protein filament that grows from follicles found in the dermis, or skin. organ that detects sound; organ of hearing and balanc. clothing item, traditionally worn by boys and men with dress shirt. male adult human. male adult human. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. 44th president of the United States, from 2009 to 2017. 35th president of the United States (1917-1963)"
WyNvTye,door. hair. shirt. room. head. cloth. cabinet. curtain. man. face. shelf,"flat, movable structure used to open and close an entrance. protein filament that grows from follicles found in the dermis, or skin. garment for the upper body. distinguishable space within a building or other structure. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. box-shaped piece of furniture with doors or drawers for storing miscellaneous items. cloth used to block out light. male adult human. part of the body at the front of the head. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. set of shelves, combined into one piece of furniture. set of shelves, combined into one piece of furniture. fictional character on Sesame Street"
WZ1NLSt,house. tree. letter. building. background. fire,"building usually intended for living in. perennial woody plant. grapheme in an alphabetic system of writing. structure, typically with a roof and walls, standing more or less permanently in one place. perennial woody plant. perennial woody plant. perennial woody plant. perennial woody plant. building usually intended for living in"
wZk5FIY,man has hand . man wearing shirt . man has hair . man wearing pant . woman has hand ,"male adult human. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. clothing for the legs and lower body. garment for the upper body. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. garment for the upper body. male adult human. garment for the upper body. female adult human. extremity at the end of an arm or forelimb. male adult human. extremity at the end of an arm or forelimb. clothing for the legs and lower body. garment for the upper body. 44th president of the United States, from 2009 to 2017"
wzOK4S3,tie near neck . tie on man . person has hair . person wearing tie . person wearing jacket . person wearing shirt . eye of man . mouth of man . man has eye . man has mouth . man has hair . man has ear . man has nose . man has face . man has neck . man wearing tie . man wearing jacket . man wearing shirt . ear of man . shirt under jacket . nose of person . nose of man . nose on face . face of man ,"clothing item, traditionally worn by boys and men with dress shirt. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). first portion of the alimentary canal that receives food. clothing for the upper body. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. protein filament that grows from follicles found in the dermis, or skin. male adult human. organ that detects sound; organ of hearing and balanc. garment for the upper body. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. part of the body at the front of the head. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. organ that detects light and converts it into electro-chemical impulses in neurons. 44th president of the United States, from 2009 to 2017. 44th president of the United States, from 2009 to 2017"
X2dmDrp,shirt under jacket . nose on face . eye of woman . hair has hair . woman has face . woman has eye . woman wearing jacket ,"organ that detects light and converts it into electro-chemical impulses in neurons. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. clothing for the upper body. organ that smells and facilitates breathing. part of the body at the front of the head. organ that detects light and converts it into electro-chemical impulses in neurons. protein filament that grows from follicles found in the dermis, or skin. first portion of the alimentary canal that receives food. female adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. American author and global health advocate"
X6BtuWV,face of man . man has hair . man wearing shirt . man wearing tie . man has face ,"clothing item, traditionally worn by boys and men with dress shirt. garment for the upper body. garment for the upper body. garment for the upper body. protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. garment for the upper body. clothing item, traditionally worn by boys and men with dress shirt. male adult human. male adult human. male adult human. protein filament that grows from follicles found in the dermis, or skin. male adult human. male adult human"
x76JHsa,face of man . man has hair . man has face . man has ear . man has nose . man has neck . man near woman . man wearing shirt . woman has face . woman has mouth . woman has hair . woman has nose . woman has eye . face of woman . ear of man . mouth of woman . nose of woman . eye of woman . nose of man ,"protein filament that grows from follicles found in the dermis, or skin. part of the body at the front of the head. male adult human. garment for the upper body. female adult human. part of the body at the front of the head. first portion of the alimentary canal that receives food. protein filament that grows from follicles found in the dermis, or skin. organ that detects sound; organ of hearing and balanc. clothing for the upper body. organ that smells and facilitates breathing. organ that detects light and converts it into electro-chemical impulses in neurons. organ that smells and facilitates breathing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. part of the body, on many terrestrial or secondarily aquatic vertebrates, that distinguishes the head from the torso or trunk. 45th president of the United States (2017–2021). American politician"
X7mEejq.jpg,eye on face . letter on sign ,"organ that detects light and converts it into electro-chemical impulses in neurons. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. part of the body at the front of the head. being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans). semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. domestic animal"
x9dwWj9,man has head . man has face . man has eye . man has hand . man has nose . man has ear . man has mouth . man wearing shirt . head of man . face of man . man has arm . arm of man . eye of man . hand of man . nose of man . ear of man . hair on head . mouth of man ,"male adult human. anterior anatomical region in many animals, which tends to contain sensory and nervous organs and orifices for ingestion and breathing. part of the body at the front of the head. garment for the upper body. forearm and upper arm together. extremity at the end of an arm or forelimb. organ that smells and facilitates breathing. organ that detects sound; organ of hearing and balanc. acoustic-to-electric transducer or sensor that converts sound into an electrical signal. organ that detects light and converts it into electro-chemical impulses in neurons. organ that detects light and converts it into electro-chemical impulses in neurons. first portion of the alimentary canal that receives food. extremity at the end of an arm or forelimb. stand-up comedian"
xGBX7zN,letter on sign . man has hair ,"extremity at the end of an arm or forelimb. grapheme in an alphabetic system of writing. male adult human. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. grapheme in an alphabetic system of writing. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. male adult human. semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.. grapheme in an alphabetic system of writing. protein filament that grows from follicles found in the dermis, or skin. extremity at the end of an arm or forelimb. 45th president of the United States (2017–2021)"
